filename,journal_name,rule_id,checklist_id,compare,independent_status,service_status,severity,json_path,evidence,explanation
0044-460X.data,Журнал общей химии,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0044-460X.data,Журнал общей химии,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-460X.data,Журнал общей химии,STEP1_MAILING,step1.mailing,severity_mismatch,partial,fail,error,settings.mailingAddress,ru_len=139; en_len=0,Адрес неполный/пуст
0044-460X.data,Журнал общей химии,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0044-4618.data,Журнал прикладной химии,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-4618.data,Журнал прикладной химии,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0044-4618.data,Журнал прикладной химии,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0044-4669.data,Журнал вычислительной математики и математической физики,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-4669.data,Журнал вычислительной математики и математической физики,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0044-4677.data,Журнал высшей нервной деятельности им. И.П. Павлова,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-4677.data,Журнал высшей нервной деятельности им. И.П. Павлова,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0044-4677.data,Журнал высшей нервной деятельности им. И.П. Павлова,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0044-5134.data,Зоологический журнал,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0044-5134.data,Зоологический журнал,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-5134.data,Зоологический журнал,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0044-5134.data,Зоологический журнал,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0044-748X.data,Латинская Америка,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0044-748X.data,Латинская Америка,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0044-748X.data,Латинская Америка,STEP3_CHECKLIST,step3.checklist,false_positive,pass,fail,error,settings.submissionChecklist,ru=1; en=1,Чек-лист есть
0044-748X.data,Латинская Америка,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0130-3082.data,Дефектоскопия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0130-3082.data,Дефектоскопия,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0130-3082.data,Дефектоскопия,STEP1_EMAIL,step1.email,false_positive,pass,partial,error,settings.envelopeSender|contactEmail,defect@imp.uran.ru,Исходящая почта журнала
0130-3082.data,Дефектоскопия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0130-3864.data,Новая и новейшая история,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0131-1646.data,Физиология человека,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0131-1646.data,Физиология человека,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0131-1646.data,Физиология человека,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0131-2812.data,Проблемы Дальнего Востока,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0131-2812.data,Проблемы Дальнего Востока,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0131-2812.data,Проблемы Дальнего Востока,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0131-2812.data,Проблемы Дальнего Востока,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0131-6095.data,Русская литература,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0131-6095.data,Русская литература,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0131-6095.data,Русская литература,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0131-6095.data,Русская литература,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0131-6117.data,Русская речь,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,partial,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0131-6117.data,Русская речь,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0131-6117.data,Русская речь,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0131-6117.data,Русская речь,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0132-1625.data,Социологические исследования,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0132-1625.data,Социологические исследования,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0132-1625.data,Социологические исследования,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0132-1625.data,Социологические исследования,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0132-3423.data,Биоорганическая химия,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0132-3423.data,Биоорганическая химия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0132-3423.data,Биоорганическая химия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0132-344X.data,Координационная химия,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0132-344X.data,Координационная химия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0132-344X.data,Координационная химия,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0132-344X.data,Координационная химия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0132-3474.data,Программирование,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0132-3474.data,Программирование,STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=25; en_len=0,Адрес неполный/пуст
0132-6651.data,Физика и химия стекла,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0132-6651.data,Физика и химия стекла,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0134-3475.data,Биология моря,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0201-7083.data,Современная Европа,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0201-7083.data,Современная Европа,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0201-7083.data,Современная Европа,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0203-0306.data,Вулканология и сейсмология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0203-0306.data,Вулканология и сейсмология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0203-0306.data,Вулканология и сейсмология,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0203-0306.data,Вулканология и сейсмология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0205-9592.data,Психологический журнал,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0205-9592.data,Психологический журнал,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0205-9592.data,Психологический журнал,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0205-9592.data,Психологический журнал,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0205-9606.data,Вопросы истории естествознания и техники,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0205-9606.data,Вопросы истории естествознания и техники,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0205-9606.data,Вопросы истории естествознания и техники,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0205-9614.data,Исследование Земли из космоса,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0205-9614.data,Исследование Земли из космоса,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0205-9614.data,Исследование Земли из космоса,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0207-3676.data,Общество и экономика,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0207-3676.data,Общество и экономика,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0207-3676.data,Общество и экономика,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0207-3676.data,Общество и экономика,STEP3_COPYRIGHT,step3.copyright,severity_mismatch,partial,fail,critical,settings.copyrightNotice|copyrightHolderType|licenseURL,"deficits=['notice_en', 'license']","Не хватает: notice_en, license"
0207-3676.data,Общество и экономика,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0207-401X.data,Химическая физика,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0207-401X.data,Химическая физика,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0207-401X.data,Химическая физика,STEP3_CHECKLIST,step3.checklist,severity_mismatch,partial,fail,error,settings.submissionChecklist,ru=1; en=0,Чек-лист отсутствует/неполный
0207-401X.data,Химическая физика,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0233-4755.data,Биологические мембраны,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0233-4755.data,Биологические мембраны,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0233-4755.data,Биологические мембраны,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0235-0092.data,Сенсорные системы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0235-0092.data,Сенсорные системы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0235-0106.data,Расплавы,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0235-0106.data,Расплавы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0235-0106.data,Расплавы,STEP3_CHECKLIST,step3.checklist,severity_mismatch,partial,fail,error,settings.submissionChecklist,ru=1; en=0,Чек-лист отсутствует/неполный
0235-0106.data,Расплавы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0235-7119.data,Проблемы машиностроения и надежности машин,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0235-7119.data,Проблемы машиностроения и надежности машин,STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=25; en_len=0,Адрес неполный/пуст
0235-7119.data,Проблемы машиностроения и надежности машин,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0236-2007.data,Человек,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0236-2007.data,Человек,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0236-2007.data,Человек,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0236-2007.data,Человек,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0301-1798.data,Успехи физиологических наук,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0301-1798.data,Успехи физиологических наук,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0301-1798.data,Успехи физиологических наук,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0301-1798.data,Успехи физиологических наук,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0320-0108.data,Письма в Астрономический журнал: Астрономия и космическая астрофизика,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0320-0108.data,Письма в Астрономический журнал: Астрономия и космическая астрофизика,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0320-0108.data,Письма в Астрономический журнал: Астрономия и космическая астрофизика,STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=0; en_len=60,Адрес неполный/пуст
0320-0108.data,Письма в Астрономический журнал: Астрономия и космическая астрофизика,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0320-7919.data,Акустический журнал,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0320-7919.data,Акустический журнал,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0320-7919.data,Акустический журнал,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0320-930X.data,Астрономический вестник. Исследования Солнечной системы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0320-930X.data,Астрономический вестник. Исследования Солнечной системы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0320-9652.data,Биология внутренних вод,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0320-9652.data,Биология внутренних вод,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0320-9652.data,Биология внутренних вод,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0320-9725.data,Биохимия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0320-9725.data,Биохимия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0321-0391.data,Вестник древней истории,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0321-0391.data,Вестник древней истории,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0321-0596.data,Водные ресурсы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0321-0596.data,Водные ресурсы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0321-5075.data,Азия и Африка сегодня,STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=51; en_len=0,Адрес неполный/пуст
0321-5075.data,Азия и Африка сегодня,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0367-0597.data,Экология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0367-0597.data,Экология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0367-0597.data,Экология,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0367-0597.data,Экология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0367-1445.data,Энтомологическое обозрение,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0367-1445.data,Энтомологическое обозрение,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0367-1445.data,Энтомологическое обозрение,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0367-1445.data,Энтомологическое обозрение,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0367-2921.data,Физика плазмы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0367-2921.data,Физика плазмы,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0367-6765.data,Известия Российской академии наук. Серия физическая,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0367-6765.data,Известия Российской академии наук. Серия физическая,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0367-6765.data,Известия Российской академии наук. Серия физическая,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0370-274X.data,Письма в Журнал экспериментальной и теоретической физики,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0370-274X.data,Письма в Журнал экспериментальной и теоретической физики,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0370-274X.data,Письма в Журнал экспериментальной и теоретической физики,STEP1_EMAIL,step1.email,false_positive,pass,partial,error,settings.envelopeSender|contactEmail,letters@kapitza.ras.ru,Исходящая почта журнала
0370-274X.data,Письма в Журнал экспериментальной и теоретической физики,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0373-658X.data,Вопросы языкознания,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0373-658X.data,Вопросы языкознания,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0373-658X.data,Вопросы языкознания,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0373-658X.data,Вопросы языкознания,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0374-0641.data,Дифференциальные уравнения,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0374-0641.data,Дифференциальные уравнения,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0374-0641.data,Дифференциальные уравнения,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0424-7388.data,Экономика и математические методы,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0424-7388.data,Экономика и математические методы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0424-7388.data,Экономика и математические методы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0424-8570.data,Электрохимия,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0424-8570.data,Электрохимия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0424-8570.data,Электрохимия,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
